CustomerID,Gender,Age,Plan,Contract,TenureMonths,MonthlyCharges,TotalCharges,PaymentMethod,SupportCalls,SatisfactionScore,Churn
CUST00311,Female,29,Basic,Annual,31,11.16,341.75,PayPal,1,1,No
CUST00312,Male,39,Premium,Month-to-Month,17,40.12,697.72,Debit Card,1,5,Yes
CUST00313,Female,34,Premium,Month-to-Month,25,40.46,957.08,PayPal,1,5,No
CUST00314,Male,27,Premium,Month-to-Month,32,40.6,1313.7,Bank Transfer,4,2,No
CUST00315,Male,18,Premium,Month-to-Month,12,40.65,517.84,Bank Transfer,0,3,No
CUST00316,Female,39,Standard,Month-to-Month,49,19.63,915.14,Debit Card,4,3,No
CUST00317,Male,43,Basic,Annual,13,9.4,124.16,PayPal,0,3,No
CUST00318,Male,35,Basic,Month-to-Month,19,9.76,179.48,Credit Card,2,4,Yes
CUST00319,Male,67,Standard,Month-to-Month,44,18.28,809.11,PayPal,1,2,Yes
CUST00320,Female,31,Basic,Month-to-Month,48,11.07,549.1,Debit Card,1,3,No
CUST00321,Female,64,Standard,Month-to-Month,25,18.79,455.7,Credit Card,3,4,No
CUST00322,Male,46,Basic,Two-Year,31,8.4,286.15,Debit Card,1,4,No
CUST00323,Female,29,Basic,Month-to-Month,59,9.97,595.73,PayPal,2,1,No
CUST00324,Female,53,Standard,Month-to-Month,37,19.79,779.75,Credit Card,0,4,No
CUST00325,Female,52,Standard,Month-to-Month,25,20.36,531.92,Debit Card,0,5,No
CUST00326,Female,69,Standard,Two-Year,16,19.14,327.85,Bank Transfer,1,4,No
CUST00327,Male,29,Standard,Month-to-Month,57,19.4,1033.66,Credit Card,4,5,Yes
CUST00328,Male,24,Basic,Annual,38,11.03,395.88,Credit Card,4,5,No
CUST00329,Female,46,Basic,Month-to-Month,43,10.94,469.24,Debit Card,1,1,No
CUST00330,Female,28,Premium,Two-Year,49,40.87,2143.75,Bank Transfer,1,1,No
CUST00331,Male,50,Standard,Two-Year,58,20.04,1092.02,Credit Card,1,4,No
CUST00332,Male,23,Basic,Annual,23,10.24,257.71,Debit Card,3,1,No
CUST00333,Female,64,Premium,Month-to-Month,14,40.34,522.7,Credit Card,0,1,Yes
CUST00334,Male,32,Basic,Month-to-Month,6,9.01,50.55,Credit Card,0,3,No
CUST00335,Female,49,Standard,Month-to-Month,25,22.2,518.06,Credit Card,2,4,No
CUST00336,Female,68,Basic,Month-to-Month,23,11.99,280.51,Bank Transfer,3,4,No
CUST00337,Male,28,Standard,Month-to-Month,43,21.18,986.79,PayPal,0,4,No
CUST00338,Male,40,Standard,Month-to-Month,12,19.35,220.83,PayPal,1,1,Yes
CUST00339,Female,43,Basic,Annual,13,10.8,141.89,Bank Transfer,1,1,No
CUST00340,Female,51,Premium,Month-to-Month,36,41.46,1395.77,Bank Transfer,0,5,No
CUST00341,Male,63,Basic,Month-to-Month,39,8.16,326.59,Debit Card,4,2,Yes
CUST00342,Female,51,Basic,Month-to-Month,34,12.53,393.92,Credit Card,0,2,Yes
CUST00343,Male,46,Basic,Two-Year,6,7.38,44.2,Bank Transfer,0,2,No
CUST00344,Female,21,Basic,Month-to-Month,38,11.05,432.93,Debit Card,1,3,No
CUST00345,Male,34,Basic,Annual,50,12.17,618.13,PayPal,0,1,No
CUST00346,Male,52,Standard,Month-to-Month,52,19.82,956.43,PayPal,1,5,Yes
CUST00347,Male,30,Premium,Month-to-Month,40,39.76,1482.69,PayPal,1,5,No
CUST00348,Female,58,Standard,Month-to-Month,8,20.99,173.68,PayPal,1,2,Yes
CUST00349,Female,56,Basic,Month-to-Month,8,12.77,108.47,Debit Card,1,3,Yes
CUST00350,Male,32,Basic,Annual,40,9.57,414.04,Credit Card,2,3,No
CUST00351,Female,46,Basic,Annual,33,8.82,309.32,Debit Card,2,2,Yes
CUST00352,Male,46,Basic,Month-to-Month,34,9.35,348.03,Credit Card,0,2,Yes
CUST00353,Male,28,Standard,Two-Year,44,17.66,762.78,PayPal,0,1,No
CUST00354,Female,69,Basic,Month-to-Month,15,11.34,164.36,Bank Transfer,0,3,Yes
CUST00355,Female,49,Standard,Two-Year,36,19.22,626.63,Bank Transfer,0,5,No
CUST00356,Male,19,Premium,Two-Year,57,39.68,2239.1,Bank Transfer,4,2,Yes
CUST00357,Female,64,Standard,Month-to-Month,35,21.35,769.87,Credit Card,1,1,Yes
CUST00358,Female,31,Premium,Month-to-Month,46,39.42,1927.71,PayPal,2,5,No
CUST00359,Male,37,Standard,Month-to-Month,22,21.13,443.24,Debit Card,1,3,No
CUST00360,Male,39,Standard,Annual,23,18.43,425.04,Bank Transfer,0,2,No
CUST00361,Female,28,Standard,Month-to-Month,40,21.43,884.97,Credit Card,2,2,Yes
CUST00362,Male,44,Standard,Two-Year,45,20.5,932.02,Bank Transfer,1,1,Yes
CUST00363,Male,20,Basic,Annual,55,9.86,517.79,Debit Card,0,1,Yes
CUST00364,Female,34,Basic,Month-to-Month,51,10.19,550.49,PayPal,2,3,No
CUST00365,Male,61,Basic,Month-to-Month,22,8.06,165.74,Debit Card,2,2,No
CUST00366,Male,45,Standard,Annual,5,20.15,108.91,PayPal,0,1,No
CUST00367,Female,46,Basic,Month-to-Month,31,9.78,330.62,PayPal,1,2,Yes
CUST00368,Female,38,Premium,Annual,13,38.1,481.98,PayPal,2,3,No
CUST00369,Male,64,Standard,Month-to-Month,28,18.98,518.28,Bank Transfer,0,2,Yes
CUST00370,Male,33,Basic,Month-to-Month,58,9.8,596.06,Debit Card,1,5,Yes
CUST00371,Female,54,Basic,Month-to-Month,20,9.08,180.01,Bank Transfer,3,2,No
CUST00372,Female,37,Premium,Annual,33,36.37,1087.06,Debit Card,5,4,No
CUST00373,Female,23,Premium,Month-to-Month,16,41.6,721.49,Credit Card,2,4,Yes
CUST00374,Female,36,Standard,Annual,29,19.78,565.68,Credit Card,0,3,No
CUST00375,Male,22,Basic,Month-to-Month,23,6.58,142.37,Debit Card,1,3,No
CUST00376,Female,20,Basic,Annual,24,13.19,320.08,Debit Card,2,3,No
CUST00377,Female,18,Basic,Annual,34,11.85,380.25,Debit Card,2,5,No
CUST00378,Male,55,Basic,Month-to-Month,7,9.47,62.39,Debit Card,3,5,No
CUST00379,Female,32,Standard,Annual,38,18.73,718.25,PayPal,2,2,Yes
CUST00380,Male,51,Standard,Month-to-Month,37,20.59,745.23,Bank Transfer,3,1,Yes
CUST00381,Female,52,Standard,Month-to-Month,4,20.29,82.34,PayPal,4,4,Yes
CUST00382,Female,66,Premium,Month-to-Month,34,40.8,1525.04,Bank Transfer,2,4,No
CUST00383,Female,42,Standard,Annual,42,18.73,843.15,Bank Transfer,0,4,No
CUST00384,Male,41,Standard,Two-Year,22,21.64,429.2,Bank Transfer,1,2,No
CUST00385,Male,29,Basic,Annual,5,9.28,42.23,PayPal,0,2,No
CUST00386,Female,35,Premium,Month-to-Month,50,41.01,2095.64,Debit Card,0,3,No
CUST00387,Male,32,Basic,Annual,42,8.79,378.5,PayPal,1,1,Yes
CUST00388,Male,61,Premium,Month-to-Month,23,43.96,1087.56,PayPal,2,3,No
CUST00389,Male,33,Premium,Two-Year,54,41.03,2272.81,Bank Transfer,1,2,Yes
CUST00390,Male,44,Basic,Month-to-Month,15,14.32,203.1,Credit Card,3,5,No
CUST00391,Male,25,Standard,Two-Year,31,21.23,653.99,Credit Card,3,3,No
CUST00392,Male,63,Premium,Annual,59,39.15,2452.59,PayPal,2,2,No
CUST00393,Female,42,Standard,Annual,9,21.23,207.23,Bank Transfer,0,2,No
CUST00394,Female,34,Premium,Annual,43,41.34,1684.09,PayPal,3,5,No
CUST00395,Male,46,Premium,Month-to-Month,58,40.55,2370.53,PayPal,1,5,No
CUST00396,Female,25,Basic,Annual,53,10.94,540.27,Debit Card,3,5,No
CUST00397,Female,32,Basic,Month-to-Month,25,11.13,278.08,Bank Transfer,3,1,Yes
CUST00398,Female,44,Premium,Annual,25,38.5,883.6,Credit Card,2,2,No
CUST00399,Female,63,Standard,Annual,49,18.39,980.72,Credit Card,1,5,No
CUST00400,Male,67,Basic,Two-Year,21,8.8,189.9,Credit Card,2,1,No
CUST00401,Female,69,Basic,Month-to-Month,9,10.18,98.11,PayPal,0,4,No
CUST00402,Female,24,Standard,Month-to-Month,55,19.66,1189.06,Bank Transfer,3,4,Yes
CUST00403,Male,20,Premium,Month-to-Month,48,38.53,1732.06,Debit Card,1,4,Yes
CUST00404,Male,46,Premium,Annual,38,41.15,1624.42,Credit Card,1,2,Yes
CUST00405,Female,61,Standard,Month-to-Month,22,20.41,483.77,Bank Transfer,1,1,No
CUST00406,Female,41,Basic,Month-to-Month,43,10.24,447.01,Credit Card,5,1,Yes
CUST00407,Female,20,Basic,Annual,23,9.6,226.97,Debit Card,2,4,No
CUST00408,Female,37,Premium,Annual,49,39.42,1895.91,Bank Transfer,0,3,No
CUST00409,Female,63,Basic,Month-to-Month,4,8.73,36.14,PayPal,2,4,No
CUST00410,Female,32,Basic,Month-to-Month,29,11.39,323.41,PayPal,1,2,Yes
CUST00411,Male,42,Basic,Annual,15,8.93,133.32,Credit Card,1,4,No
CUST00412,Female,47,Standard,Month-to-Month,1,20.3,18.69,Credit Card,4,4,No
CUST00413,Female,31,Premium,Annual,54,42.48,2068.11,Bank Transfer,4,1,Yes
CUST00414,Male,24,Basic,Month-to-Month,30,9.49,259.37,Debit Card,1,4,No
CUST00415,Male,34,Standard,Two-Year,29,21.43,583.25,Credit Card,3,5,No
CUST00416,Male,61,Standard,Month-to-Month,20,20.84,413.18,Bank Transfer,4,5,Yes
CUST00417,Male,37,Premium,Month-to-Month,33,40.46,1207.27,Debit Card,3,3,No
CUST00418,Female,53,Basic,Annual,41,10.64,406.22,Credit Card,1,2,Yes
CUST00419,Female,26,Standard,Annual,44,19.85,922.56,Credit Card,1,2,Yes
CUST00420,Female,55,Basic,Month-to-Month,36,10.04,380.39,Bank Transfer,2,1,Yes
CUST00421,Female,65,Premium,Annual,22,39.17,911.67,Credit Card,0,2,No
CUST00422,Female,39,Standard,Month-to-Month,13,20.05,282.62,PayPal,1,3,No
CUST00423,Female,19,Basic,Two-Year,7,9.11,58.91,Debit Card,1,5,No
CUST00424,Male,41,Standard,Annual,8,21.5,160.41,Debit Card,4,1,Yes
CUST00425,Female,25,Standard,Month-to-Month,28,17.44,472.06,PayPal,1,5,Yes
CUST00426,Male,28,Basic,Annual,45,10.71,521.97,Bank Transfer,1,3,No
CUST00427,Male,30,Premium,Month-to-Month,43,40.49,1837.0,PayPal,1,1,Yes
CUST00428,Female,34,Basic,Month-to-Month,9,10.36,89.96,PayPal,1,4,Yes
CUST00429,Male,25,Standard,Two-Year,25,21.53,493.86,Debit Card,3,2,No
CUST00430,Female,38,Basic,Annual,56,9.56,547.82,Bank Transfer,1,3,No
CUST00431,Male,35,Standard,Month-to-Month,16,20.37,310.07,Credit Card,4,1,Yes
CUST00432,Female,47,Basic,Month-to-Month,10,7.42,74.66,PayPal,0,5,Yes
CUST00433,Male,35,Premium,Month-to-Month,11,39.37,471.34,PayPal,4,1,Yes
CUST00434,Female,63,Standard,Two-Year,31,21.27,668.95,Bank Transfer,0,4,No
CUST00435,Female,64,Standard,Month-to-Month,12,17.98,234.05,PayPal,0,3,No
CUST00436,Female,48,Standard,Month-to-Month,31,20.23,613.71,Bank Transfer,0,1,Yes
CUST00437,Female,55,Standard,Month-to-Month,14,18.97,272.66,Credit Card,1,3,No
CUST00438,Female,49,Basic,Month-to-Month,51,9.82,540.27,Bank Transfer,2,3,No
CUST00439,Male,28,Basic,Month-to-Month,44,9.06,405.66,Credit Card,0,5,No
CUST00440,Male,62,Premium,Month-to-Month,32,38.12,1247.87,Bank Transfer,0,2,Yes
CUST00441,Male,42,Basic,Month-to-Month,50,10.57,551.36,PayPal,2,4,No
CUST00442,Female,50,Standard,Month-to-Month,53,19.92,1136.44,Credit Card,3,1,No
CUST00443,Male,55,Premium,Two-Year,17,40.91,638.19,PayPal,3,2,Yes
CUST00444,Female,58,Basic,Month-to-Month,35,11.18,378.53,Credit Card,5,5,Yes
CUST00445,Female,25,Standard,Annual,1,21.83,21.38,Bank Transfer,0,2,Yes
CUST00446,Male,28,Standard,Annual,29,20.19,633.49,Bank Transfer,1,3,No
CUST00447,Male,39,Standard,Annual,51,21.89,1218.21,Bank Transfer,1,3,No
CUST00448,Female,68,Basic,Two-Year,4,8.53,31.53,Debit Card,0,4,No
CUST00449,Male,41,Basic,Month-to-Month,23,11.35,241.16,Debit Card,1,1,Yes
CUST00450,Female,58,Standard,Month-to-Month,28,20.68,629.4,Credit Card,0,1,No
CUST00451,Female,34,Premium,Month-to-Month,16,40.34,619.08,Debit Card,1,5,No
CUST00452,Female,29,Standard,Month-to-Month,12,20.66,235.12,Bank Transfer,0,4,No
CUST00453,Female,63,Standard,Annual,53,18.55,891.84,Debit Card,3,1,No
CUST00454,Female,49,Basic,Annual,21,8.19,164.27,Debit Card,2,3,No
CUST00455,Male,32,Standard,Two-Year,45,22.55,1054.03,PayPal,0,4,No
CUST00456,Male,33,Basic,Month-to-Month,17,9.74,163.13,Credit Card,0,2,Yes
CUST00457,Female,39,Premium,Two-Year,40,39.72,1594.16,Credit Card,4,4,No
CUST00458,Female,45,Premium,Month-to-Month,13,38.34,540.02,Credit Card,2,4,No
CUST00459,Male,37,Standard,Month-to-Month,52,17.77,852.83,Debit Card,2,1,Yes
CUST00460,Male,50,Premium,Month-to-Month,58,39.86,2113.63,Bank Transfer,2,5,No
CUST00461,Female,27,Basic,Annual,32,9.48,324.71,PayPal,0,5,No
CUST00462,Male,57,Standard,Month-to-Month,37,19.99,780.29,Credit Card,3,1,Yes
CUST00463,Female,49,Basic,Two-Year,50,10.12,482.09,Debit Card,0,1,Yes
CUST00464,Male,67,Premium,Two-Year,15,43.72,632.75,Bank Transfer,2,1,No
CUST00465,Female,50,Basic,Two-Year,12,9.48,109.44,PayPal,3,5,No
CUST00466,Male,19,Standard,Month-to-Month,49,22.36,1128.03,PayPal,0,1,No
CUST00467,Female,50,Premium,Two-Year,57,42.45,2207.31,Credit Card,3,2,No
CUST00468,Male,50,Basic,Annual,15,11.12,166.45,Credit Card,0,2,Yes
CUST00469,Male,58,Basic,Month-to-Month,34,9.64,303.76,Bank Transfer,3,3,Yes
CUST00470,Female,30,Standard,Month-to-Month,6,17.95,114.59,Debit Card,4,2,Yes
CUST00471,Male,47,Standard,Month-to-Month,17,20.71,343.67,Bank Transfer,0,4,Yes
CUST00472,Female,50,Basic,Month-to-Month,48,11.52,556.01,Credit Card,0,3,No
CUST00473,Male,30,Basic,Month-to-Month,49,12.61,559.72,Bank Transfer,3,2,Yes
CUST00474,Female,69,Basic,Two-Year,57,8.57,445.33,Debit Card,2,4,No
CUST00475,Male,43,Premium,Month-to-Month,20,39.62,820.14,PayPal,2,2,No
CUST00476,Female,39,Standard,Month-to-Month,9,18.57,176.05,PayPal,2,4,No
CUST00477,Male,56,Basic,Two-Year,59,9.04,555.76,PayPal,2,1,No
CUST00478,Female,19,Basic,Month-to-Month,5,10.99,57.55,PayPal,2,4,No
CUST00479,Male,55,Basic,Two-Year,23,8.97,190.0,Credit Card,1,1,No
CUST00480,Female,56,Basic,Month-to-Month,33,8.75,299.92,Credit Card,2,4,No
CUST00481,Female,43,Basic,Annual,38,11.19,398.15,Debit Card,1,4,Yes
CUST00482,Female,63,Basic,Month-to-Month,56,10.67,549.48,Debit Card,1,2,Yes
CUST00483,Male,67,Basic,Annual,14,10.52,154.85,Debit Card,0,4,No
CUST00484,Female,32,Standard,Month-to-Month,17,19.01,348.34,Debit Card,2,2,Yes
CUST00485,Male,51,Basic,Annual,57,11.93,709.48,Bank Transfer,0,4,No
CUST00486,Female,59,Standard,Month-to-Month,19,20.01,403.43,Debit Card,0,5,No
CUST00487,Male,61,Standard,Two-Year,33,23.56,853.84,PayPal,3,3,No
CUST00488,Female,66,Standard,Month-to-Month,1,20.23,18.75,PayPal,4,2,Yes
CUST00489,Male,57,Standard,Month-to-Month,13,16.49,234.31,PayPal,0,2,Yes
CUST00490,Male,28,Standard,Annual,46,16.42,770.61,Bank Transfer,3,1,No
CUST00491,Female,20,Premium,Month-to-Month,27,40.93,1174.35,Debit Card,1,5,No
CUST00492,Male,23,Standard,Annual,6,21.94,135.59,PayPal,1,1,No
CUST00493,Male,26,Standard,Two-Year,59,18.81,1125.34,PayPal,0,5,No
CUST00494,Female,23,Premium,Annual,6,43.14,269.38,PayPal,1,5,No
CUST00495,Male,26,Standard,Month-to-Month,33,22.48,715.17,PayPal,0,4,No
CUST00496,Male,56,Basic,Annual,30,10.31,335.55,Credit Card,0,1,No
CUST00497,Male,48,Basic,Annual,46,10.8,458.58,Debit Card,0,3,No
CUST00498,Female,49,Basic,Annual,35,11.33,382.12,Debit Card,0,5,Yes
CUST00499,Male,58,Premium,Month-to-Month,23,42.82,892.51,Bank Transfer,2,5,No
CUST00500,Female,67,Standard,Month-to-Month,10,21.01,200.49,Credit Card,2,2,No
CUST00501,Male,29,Premium,Month-to-Month,51,40.27,1938.02,Bank Transfer,1,4,No
CUST00502,Male,25,Standard,Month-to-Month,19,21.0,363.06,PayPal,3,3,No
CUST00503,Male,25,Standard,Month-to-Month,51,20.8,1059.05,Bank Transfer,2,5,No
CUST00504,Female,67,Basic,Month-to-Month,28,11.38,316.64,PayPal,2,2,No
CUST00505,Male,45,Standard,Annual,23,17.63,371.25,PayPal,0,1,No
CUST00506,Male,37,Standard,Two-Year,4,20.46,77.94,Debit Card,1,5,No
CUST00507,Female,64,Premium,Annual,20,40.68,887.36,Debit Card,0,2,No
CUST00508,Male,24,Basic,Month-to-Month,19,9.88,173.11,Debit Card,1,1,No
CUST00509,Female,28,Standard,Month-to-Month,42,21.17,854.47,Debit Card,3,4,No
CUST00510,Female,37,Standard,Two-Year,27,22.87,560.17,Debit Card,2,1,No
CUST00511,Male,33,Standard,Two-Year,57,20.2,1070.55,Credit Card,2,5,No
CUST00512,Female,21,Standard,Two-Year,34,21.03,743.53,Debit Card,1,3,No
CUST00513,Male,23,Standard,Annual,4,22.4,87.21,Bank Transfer,0,1,Yes
CUST00514,Female,39,Basic,Month-to-Month,56,10.23,567.39,PayPal,0,3,No
CUST00515,Female,43,Standard,Annual,38,18.66,660.43,Debit Card,2,3,Yes
CUST00516,Male,20,Standard,Month-to-Month,7,20.91,151.7,Credit Card,6,1,No
CUST00517,Female,58,Premium,Month-to-Month,48,36.69,1849.71,Bank Transfer,1,4,No
CUST00518,Female,59,Premium,Annual,7,36.54,239.47,Bank Transfer,2,1,No
CUST00519,Female,31,Basic,Month-to-Month,50,10.49,476.77,PayPal,2,2,Yes
CUST00520,Female,28,Basic,Month-to-Month,52,6.47,308.24,Bank Transfer,1,3,No
CUST00521,Female,35,Premium,Month-to-Month,26,38.02,1019.57,Bank Transfer,1,5,No
CUST00522,Male,29,Standard,Month-to-Month,26,19.42,468.11,Bank Transfer,1,3,No
CUST00523,Female,40,Premium,Two-Year,54,38.91,2098.58,Bank Transfer,1,5,No
CUST00524,Male,29,Basic,Month-to-Month,19,9.77,172.73,Credit Card,2,2,No
CUST00525,Female,30,Standard,Month-to-Month,9,21.66,182.08,PayPal,1,2,No
CUST00526,Male,42,Premium,Month-to-Month,20,40.35,727.0,Debit Card,1,2,No
CUST00527,Male,62,Premium,Month-to-Month,42,38.73,1568.37,Bank Transfer,0,1,Yes
CUST00528,Female,68,Basic,Month-to-Month,45,12.02,496.52,Credit Card,2,3,No
CUST00529,Female,36,Standard,Annual,50,17.85,873.57,PayPal,2,5,No
CUST00530,Female,63,Standard,Month-to-Month,16,20.32,331.48,Debit Card,0,2,No
CUST00531,Male,53,Basic,Annual,54,7.68,403.73,PayPal,1,2,No
CUST00532,Female,62,Standard,Two-Year,17,20.37,360.49,Credit Card,4,5,No
CUST00533,Male,25,Standard,Annual,22,19.51,449.95,Credit Card,1,3,No
CUST00534,Male,46,Premium,Month-to-Month,13,41.61,562.2,Credit Card,1,3,No
CUST00535,Male,49,Standard,Month-to-Month,12,21.07,274.92,Bank Transfer,1,5,No
CUST00536,Female,68,Basic,Two-Year,10,9.11,86.31,Credit Card,3,4,No
CUST00537,Female,61,Basic,Month-to-Month,1,8.82,8.27,Debit Card,2,3,Yes
CUST00538,Male,35,Basic,Annual,32,9.52,311.32,Bank Transfer,2,5,No
CUST00539,Male,23,Basic,Two-Year,30,12.8,391.29,PayPal,1,5,Yes
CUST00540,Female,35,Standard,Two-Year,8,22.42,179.72,Debit Card,0,2,No
CUST00541,Male,36,Basic,Two-Year,21,8.54,161.56,Bank Transfer,0,5,No
CUST00542,Female,39,Premium,Annual,22,41.19,916.19,Credit Card,1,1,No
CUST00543,Male,54,Premium,Month-to-Month,18,37.39,731.28,PayPal,1,2,Yes
CUST00544,Female,49,Standard,Two-Year,2,19.32,37.36,Credit Card,1,2,No
CUST00545,Male,58,Premium,Month-to-Month,48,38.6,2026.07,Debit Card,3,3,Yes
CUST00546,Female,20,Standard,Month-to-Month,44,21.59,922.74,Debit Card,2,4,No
CUST00547,Male,45,Standard,Annual,9,18.05,150.75,Bank Transfer,4,3,No
CUST00548,Female,27,Basic,Annual,3,10.63,31.24,Debit Card,1,1,No
CUST00549,Female,68,Standard,Two-Year,54,19.99,1078.3,PayPal,1,2,No
CUST00550,Male,52,Standard,Annual,26,19.73,526.26,Bank Transfer,7,2,No
CUST00551,Male,46,Premium,Month-to-Month,21,42.5,893.37,PayPal,0,5,No
CUST00552,Female,32,Standard,Two-Year,30,22.63,683.89,Credit Card,8,4,No
CUST00553,Male,50,Premium,Annual,28,39.77,1007.56,PayPal,3,4,No
CUST00554,Female,24,Standard,Annual,36,19.47,666.38,PayPal,0,5,No
CUST00555,Male,29,Basic,Month-to-Month,26,7.73,193.37,Debit Card,0,1,No
CUST00556,Female,66,Premium,Month-to-Month,34,39.98,1491.74,Credit Card,2,4,No
CUST00557,Female,47,Standard,Annual,8,22.92,175.86,Debit Card,0,2,No
CUST00558,Female,38,Basic,Month-to-Month,10,9.8,105.77,Credit Card,1,1,Yes
CUST00559,Female,48,Standard,Month-to-Month,48,21.08,972.32,Credit Card,1,3,Yes
CUST00560,Female,41,Basic,Annual,55,7.89,398.9,PayPal,1,3,No
CUST00561,Female,37,Standard,Month-to-Month,43,19.34,789.64,Debit Card,1,1,No
CUST00562,Male,54,Standard,Month-to-Month,50,20.68,987.02,PayPal,1,2,No
CUST00563,Male,21,Basic,Month-to-Month,54,10.15,600.53,PayPal,0,3,No
CUST00564,Male,45,Premium,Month-to-Month,14,41.23,597.34,PayPal,1,2,Yes
CUST00565,Female,61,Standard,Annual,40,19.09,829.53,Credit Card,0,5,No
CUST00566,Female,37,Basic,Month-to-Month,55,7.37,432.51,Debit Card,2,4,No
CUST00567,Female,41,Standard,Month-to-Month,15,21.67,330.16,Debit Card,1,1,Yes
CUST00568,Female,67,Premium,Annual,17,38.59,679.04,PayPal,1,4,No
CUST00569,Male,66,Basic,Two-Year,53,10.75,583.98,Credit Card,1,5,No
CUST00570,Male,68,Basic,Annual,18,10.67,198.45,Debit Card,2,3,No
CUST00571,Female,49,Basic,Month-to-Month,32,7.49,228.4,Bank Transfer,1,2,Yes
CUST00572,Male,58,Basic,Month-to-Month,38,11.56,431.21,Debit Card,2,2,Yes
CUST00573,Male,53,Premium,Two-Year,23,39.14,916.89,PayPal,1,5,No
CUST00574,Female,51,Standard,Month-to-Month,46,20.07,837.53,Bank Transfer,2,1,No
CUST00575,Male,53,Basic,Annual,23,9.45,216.6,Credit Card,3,4,No
CUST00576,Female,19,Standard,Month-to-Month,35,22.42,841.16,Bank Transfer,1,3,No
CUST00577,Male,32,Basic,Month-to-Month,39,12.01,467.68,Bank Transfer,2,1,Yes
CUST00578,Female,51,Premium,Annual,15,37.27,564.9,PayPal,0,5,No
CUST00579,Female,53,Premium,Annual,53,43.38,2162.07,Debit Card,3,5,No
CUST00580,Female,23,Basic,Annual,24,8.97,227.95,Credit Card,2,2,No
CUST00581,Female,56,Premium,Month-to-Month,28,43.14,1173.83,Bank Transfer,0,3,Yes
CUST00582,Male,59,Standard,Month-to-Month,16,19.61,342.41,PayPal,5,1,Yes
CUST00583,Female,68,Basic,Annual,16,9.48,166.66,Debit Card,3,2,No
CUST00584,Female,68,Basic,Annual,40,9.62,416.82,Bank Transfer,2,3,No
CUST00585,Female,29,Standard,Month-to-Month,39,19.39,693.43,PayPal,2,4,No
CUST00586,Male,20,Standard,Month-to-Month,6,23.78,137.92,PayPal,2,4,No
CUST00587,Female,62,Premium,Month-to-Month,2,39.88,86.86,PayPal,3,2,No
CUST00588,Male,35,Standard,Two-Year,54,19.54,1119.43,Credit Card,1,1,No
CUST00589,Female,57,Premium,Annual,13,40.11,564.31,Debit Card,1,3,No
CUST00590,Male,38,Standard,Two-Year,44,18.54,827.6,Bank Transfer,1,4,No
CUST00591,Male,32,Premium,Month-to-Month,47,42.39,1984.52,Debit Card,3,4,No
CUST00592,Female,50,Standard,Two-Year,59,17.78,966.46,Debit Card,1,1,Yes
CUST00593,Male,52,Basic,Month-to-Month,9,9.07,87.17,Bank Transfer,4,2,Yes
CUST00594,Female,43,Standard,Month-to-Month,34,21.39,762.92,Debit Card,0,5,No
CUST00595,Female,25,Premium,Annual,17,40.05,620.78,Credit Card,1,3,No
CUST00596,Female,53,Basic,Month-to-Month,27,10.81,274.91,Bank Transfer,4,4,Yes
CUST00597,Male,65,Premium,Month-to-Month,29,42.29,1240.46,Bank Transfer,1,5,Yes
CUST00598,Male,47,Basic,Month-to-Month,37,11.5,441.19,PayPal,1,1,No
CUST00599,Female,40,Standard,Month-to-Month,43,20.2,805.66,Debit Card,2,2,Yes
CUST00600,Female,59,Premium,Annual,22,43.12,900.23,Bank Transfer,0,3,No
CUST00601,Male,61,Basic,Annual,51,9.05,433.22,Bank Transfer,0,1,No
CUST00602,Female,31,Basic,Annual,24,9.84,222.93,Credit Card,0,2,No
CUST00603,Female,31,Basic,Annual,7,9.94,75.43,PayPal,0,1,No
CUST00604,Female,19,Premium,Annual,34,39.84,1413.03,Bank Transfer,3,4,No
CUST00605,Male,54,Basic,Month-to-Month,48,8.39,421.82,Credit Card,0,4,No
CUST00606,Male,22,Premium,Month-to-Month,12,37.61,477.86,Bank Transfer,5,5,Yes
CUST00607,Male,55,Basic,Two-Year,23,10.62,237.25,Bank Transfer,1,1,No
CUST00608,Female,62,Premium,Month-to-Month,15,39.04,616.89,Bank Transfer,0,4,No
CUST00609,Female,58,Premium,Annual,33,42.85,1549.35,Credit Card,0,2,No
CUST00610,Female,64,Standard,Month-to-Month,57,19.88,1178.12,Debit Card,2,5,No
CUST00611,Male,31,Standard,Annual,13,19.61,250.69,Bank Transfer,3,3,No
CUST00612,Female,56,Standard,Annual,23,21.63,519.02,Bank Transfer,2,1,No
CUST00613,Female,42,Standard,Month-to-Month,38,20.59,845.14,Debit Card,2,4,No
CUST00614,Female,37,Basic,Month-to-Month,32,9.73,288.24,Bank Transfer,1,2,No
CUST00615,Female,19,Basic,Annual,45,9.03,387.28,PayPal,1,1,No
CUST00616,Male,56,Basic,Month-to-Month,50,15.48,838.91,Bank Transfer,4,2,Yes
CUST00617,Male,23,Basic,Month-to-Month,35,10.53,401.44,PayPal,2,5,No
CUST00618,Female,34,Basic,Annual,1,11.62,11.58,Debit Card,5,4,No
CUST00619,Male,42,Standard,Month-to-Month,47,18.46,845.85,Credit Card,1,4,No
CUST00620,Male,45,Premium,Two-Year,58,39.12,2170.39,Debit Card,1,5,No
CUST00621,Female,19,Basic,Month-to-Month,45,13.16,592.05,Bank Transfer,1,2,No
CUST00622,Female,52,Standard,Month-to-Month,5,22.09,120.05,PayPal,5,1,Yes
